"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2011","Total","Male","Rishra","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","66606",""
"India","2011","Total","Male","Robertson Pet","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","80375",""
"India","2011","Total","Male","Rohtak","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","198237",""
"India","2011","Total","Male","Roorkee","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","63434",""
"India","2011","Total","Male","S.A.S. Nagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","87380",""
"India","2011","Total","Male","Sagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","143425",""
"India","2011","Total","Male","Saharanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","371740",""
"India","2011","Total","Male","Saharsa","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","83291",""
"India","2011","Total","Male","Salem","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","417317",""
"India","2011","Total","Male","Sambalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","97460",""
"India","2011","Total","Male","Sambhal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","115767",""
"India","2011","Total","Male","Sangli-Miraj Kupwad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","253640",""
"India","2011","Total","Male","Santipur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","77011",""
"India","2011","Total","Male","Sasaram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","77599",""
"India","2011","Total","Male","Satara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","61129",""
"India","2011","Total","Male","Satna","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","149415",""
"India","2011","Total","Male","Sawai Madhopur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","63014",""
"India","2011","Total","Male","Secunderabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","113577",""
"India","2011","Total","Male","Serampore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","93694",""
"India","2011","Total","Male","Shahjahanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","173006",""
"India","2011","Total","Male","Shillong","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","70135",""
"India","2011","Total","Male","Shimla","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","93152",""
"India","2011","Total","Male","Shimoga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","162018",""
"India","2011","Total","Male","Shivpuri","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","95132",""
"India","2011","Total","Male","Sikar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","126837",""
"India","2011","Total","Male","Silchar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","89961",""
"India","2011","Total","Male","Siliguri","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","263702",""
"India","2011","Total","Male","Singrauli","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","116867",""
"India","2011","Total","Male","Sirsa","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","96175",""
"India","2011","Total","Male","Sitapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","92696",""
"India","2011","Total","Male","Siwan","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","70756",""
"India","2011","Total","Male","Solapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","481064",""
"India","2011","Total","Male","Sonipat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","154407",""
"India","2011","Total","Male","South Dum Dum","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","202214",""
"India","2011","Total","Male","Srikakulam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","68457",""
"India","2011","Total","Male","Srinagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","631830",""
"India","2011","Total","Male","Sultan Pur Majra","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","95687",""
"India","2011","Total","Male","Sultanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","56420",""
"India","2011","Total","Male","Surat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","2565803",""
"India","2011","Total","Male","Surendranagar Dudhrej","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","92675",""
"India","2011","Total","Male","Tadepalligudem","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","51438",""
"India","2011","Total","Male","Tambaram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","89060",""
"India","2011","Total","Male","Tenali","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","81427",""
"India","2011","Total","Male","Thane","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","975399",""
"India","2011","Total","Male","Thanesar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","83994",""
"India","2011","Total","Male","Thanjavur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","109199",""
"India","2011","Total","Male","Thiruvananthapuram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","384004",""
"India","2011","Total","Male","Thoothukkudi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","118298",""
"India","2011","Total","Male","Thrissur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","152296",""
"India","2011","Total","Male","Tinsukia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62303",""
"India","2011","Total","Male","Tiruchirappalli","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","418400",""
"India","2011","Total","Male","Tirunelveli","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","233659",""
"India","2011","Total","Male","Tirupati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","150125",""
"India","2011","Total","Male","Tiruppur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","227311",""
"India","2011","Total","Male","Tiruvannamalai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","72406",""
"India","2011","Total","Male","Tiruvottiyur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","125300",""
"India","2011","Total","Male","Titagarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62735",""
"India","2011","Total","Male","Tonk","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","84806",""
"India","2011","Total","Male","Tumkur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","152925",""
"India","2011","Total","Male","Udaipur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","233959",""
"India","2011","Total","Male","Udupi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","71614",""
"India","2011","Total","Male","Ujjain","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","264871",""
"India","2011","Total","Male","Ulhasnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","269048",""
"India","2011","Total","Male","Uluberia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","120741",""
"India","2011","Total","Male","Unnao","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","93021",""
"India","2011","Total","Male","Uttarpara Kotrung","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","81410",""
"India","2011","Total","Male","Vadodara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","912721",""
"India","2011","Total","Male","Valsad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","71400",""
"India","2011","Total","Male","Varanasi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","635140",""
"India","2011","Total","Male","Vellore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","91342",""
"India","2011","Total","Male","Veraval","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","87009",""
"India","2011","Total","Male","Vidisha","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","81488",""
"India","2011","Total","Male","Vijayawada","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","574794",""
"India","2011","Total","Male","Vizianagaram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","112290",""
"India","2011","Total","Male","Warangal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","353309",""
"India","2011","Total","Male","Wardha","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","53697",""
"India","2011","Total","Male","Yamunanagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","115663",""
"India","2011","Total","Male","Yavatmal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58549",""
"India","2011","Total","Male","Gangapur City","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62829",""
"India","2011","Total","Male","Akbarpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","57330",""
"India","2011","Total","Male","Ambikapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62776",""
"India","2011","Total","Male","Ambur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","56382",""
"India","2011","Total","Male","Amreli","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","59902",""
"India","2011","Total","Male","Anantnag","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","77712",""
"India","2011","Total","Male","Badlapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","90365",""
"India","2011","Total","Male","Bagaha","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","59614",""
"India","2011","Total","Male","Bagalkot","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","56378",""
"India","2011","Total","Male","Banswara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","51585",""
"India","2011","Total","Male","Baran","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","61071",""
"India","2011","Total","Male","Baraut","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","55013",""
"India","2011","Total","Male","Barnala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62554",""
"India","2011","Total","Male","Bruhat Bengaluru Mahanagara Palike (BBMP)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","4420006",""
"India","2011","Total","Male","Betul","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","52823",""
"India","2011","Total","Male","Bhadrak","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62335",""
"India","2011","Total","Male","Bhiwadi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","59712",""
"India","2011","Total","Male","Biharsharif","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","155216",""
"India","2011","Total","Male","Bundi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54485",""
"India","2011","Total","Male","Burari","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","78103",""
"India","2011","Total","Male","Buxar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54277",""
"India","2011","Total","Male","Chas","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","74727",""
"India","2011","Total","Male","Chilakaluripet","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","50207",""
"India","2011","Total","Male","Chittaurgarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","60068",""
"India","2011","Total","Male","Datia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","52772",""
"India","2011","Total","Male","Deesa","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58657",""
"India","2011","Total","Male","Dhaulpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","71298",""
"India","2011","Total","Male","Delhi Municipal Corporation (DMC)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","5882117",""
"India","2011","Total","Male","Firozpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58451",""
"India","2011","Total","Male","Gokal Pur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","64857",""
"India","2011","Total","Male","Gondal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58300",""
"India","2011","Total","Male","Greater Hyderabad Municipal Corporation (GHMC)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","3576640",""
"India","2011","Total","Male","Greater Mumbai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","6715931",""
"India","2011","Total","Male","Greater Noida","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","55540",""
"India","2011","Total","Male","Greater Visakhapatnam Municipal Corporation (GVMC)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","873599",""
"India","2011","Total","Male","Hastsal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","94833",""
"India","2011","Total","Male","Hindaun","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","55834",""
"India","2011","Total","Male","Hinganghat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","52577",""
"India","2011","Total","Male","Hoshangabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","61716",""
"India","2011","Total","Male","Hosur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","59351",""
"India","2011","Total","Male","Jamalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","56072",""
"India","2011","Total","Male","Jehanabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54710",""
"India","2011","Total","Male","Kadapa","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","173314",""
"India","2011","Total","Male","Kalyani","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","50727",""
"India","2011","Total","Male","Kasganj","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","53552",""
"India","2011","Total","Male","Kashipur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","63609",""
"India","2011","Total","Male","Khora","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","102574",""
"India","2011","Total","Male","Khurja","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","63825",""
"India","2011","Total","Male","Kishanganj","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","55143",""
"India","2011","Total","Male","Kurichi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","61815",""
"India","2011","Total","Male","Madavaram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","59887",""
"India","2011","Total","Male","Mandoli","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","64159",""
"India","2011","Total","Male","Miryalaguda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","52565",""
"India","2011","Total","Male","Muktsar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","61725",""
"India","2011","Total","Male","Mustafabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","66889",""
"India","2011","Total","Male","Nagapattinam","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","50793",""
"India","2011","Total","Male","Nagaur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54126",""
"India","2011","Total","Male","Nagda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","51373",""
"India","2011","Total","Male","Nandurbar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","57412",""
"India","2011","Total","Male","Narasaraopet","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","59424",""
"India","2011","Total","Male","Navi Mumbai Panvel Raigad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","107342",""
"India","2011","Total","Male","New Delhi Municipal Council (NDMC)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","140234",""
"India","2011","Total","Male","Osmanabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","57824",""
"India","2011","Total","Male","Pithampur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","70250",""
"India","2011","Total","Male","Ranibennur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54040",""
"India","2011","Total","Male","Rudrapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","81340",""
"India","2011","Total","Male","Sehore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","56335",""
"India","2011","Total","Male","Seoni","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","52352",""
"India","2011","Total","Male","Shamli","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","57187",""
"India","2011","Total","Male","Shikohabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","56794",""
"India","2011","Total","Male","Sujangarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","51906",""
"India","2011","Total","Male","Suryapet","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","52773",""
"India","2011","Total","Male","Tadpatri","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54015",""
"India","2011","Total","Male","Udgir","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54013",""
"India","2011","Total","Male","Bhimavaram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","72441",""
"India","2011","Total","Male","Bongaon","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","55382",""
"India","2011","Total","Male","Dhamtari","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","50807",""
"India","2011","Total","Male","Gangtok","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","52459",""
"India","2011","Total","Male","Jagtial","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","51828",""
"India","2011","Total","Male","Mangalagiri","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","53301",""
"India","2011","Total","Male","Puducherry","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","119430",""
"India","2011","Total","Male","Vapi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","94105",""
"India","2011","Total","Male","Vasai-Virar City","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","648172",""
"India","2011","Total","Male","Aurangabad (Bihar)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","53542",""
"India","2011","Total","Male","Bally (Census Town)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58530",""
"India","2011","Total","Male","Kanpur (Cantonment Board)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58550",""
"India","2011","Total","Female","Abohar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","68318",""
"India","2011","Total","Female","Achalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54203",""
"India","2011","Total","Female","Adilabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","57719",""
"India","2011","Total","Female","Adityapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","82691",""
"India","2011","Total","Female","Adoni","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","92889",""
"India","2011","Total","Female","Agartala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","199872",""
"India","2011","Total","Female","Agra","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","739802",""
"India","2011","Total","Female","Ahmadabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","2665467",""
"India","2011","Total","Female","Ahmadnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","171960",""
"India","2011","Total","Female","Aizawl","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","148503",""
"India","2011","Total","Female","Ajmer","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","263776",""
"India","2011","Total","Female","Akola","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","208424",""
"India","2011","Total","Female","Alandur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","82098",""
"India","2011","Total","Female","Alappuzha","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","124552",""
"India","2011","Total","Female","Aligarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","412636",""
"India","2011","Total","Female","Allahabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","537808",""
"India","2011","Total","Female","Alwar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","152038",""
"India","2011","Total","Female","Ambala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","92546",""
"India","2011","Total","Female","Ambala Sadar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","50294",""
"India","2011","Total","Female","Ambarnath","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","120893",""
"India","2011","Total","Female","Ambattur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","231282",""
"India","2011","Total","Female","Amravati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","317065",""
"India","2011","Total","Female","Amritsar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","543810",""
"India","2011","Total","Female","Amroha","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","95374",""
"India","2011","Total","Female","Anand","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","101007",""
"India","2011","Total","Female","Anantapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","133242",""
"India","2011","Total","Female","Arrah","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","122626",""
"India","2011","Total","Female","Asansol","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","271530",""
"India","2011","Total","Female","Ashoknagar Kalyangarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","60356",""
"India","2011","Total","Female","Aurangabad (Maharashtra)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","565910",""
"India","2011","Total","Female","Avadi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","170338",""
"India","2011","Total","Female","Azamgarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","53105",""
"India","2011","Total","Female","Bahadurgarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","79046",""
"India","2011","Total","Female","Baharampur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","94976",""
"India","2011","Total","Female","Bahraich","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","88570",""
"India","2011","Total","Female","Baidyabati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58625",""
"India","2011","Total","Female","Baleshwar Town","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","70652",""
"India","2011","Total","Female","Ballia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","48965",""
"India","2011","Total","Female","Bally (Municipality)","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","136462",""
"India","2011","Total","Female","Balurghat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","76549",""
"India","2011","Total","Female","Banda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","75103",""
"India","2011","Total","Female","Bankura","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","67543",""
"India","2011","Total","Female","Bansberia","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","50160",""
"India","2011","Total","Female","Baranagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","119026",""
"India","2011","Total","Female","Barasat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","137613",""
"India","2011","Total","Female","Barddhaman","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","154329",""
"India","2011","Total","Female","Bareilly","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","427282",""
"India","2011","Total","Female","Baripada Town","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","56360",""
"India","2011","Total","Female","Barrackpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","74434",""
"India","2011","Total","Female","Barshi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","57921",""
"India","2011","Total","Female","Basirhat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62031",""
"India","2011","Total","Female","Basti","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54562",""
"India","2011","Total","Female","Batala","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","74966",""
"India","2011","Total","Female","Bathinda","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","134264",""
"India","2011","Total","Female","Beawar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","73536",""
"India","2011","Total","Female","Begusarai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","118286",""
"India","2011","Total","Female","Belgaum","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","243508",""
"India","2011","Total","Female","Bellary","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","204296",""
"India","2011","Total","Female","Bettiah","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62680",""
"India","2011","Total","Female","Bhadravati","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","76093",""
"India","2011","Total","Female","Bhadreswar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","48147",""
"India","2011","Total","Female","Bhagalpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","187333",""
"India","2011","Total","Female","Bhalswa Jahangir Pur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","90760",""
"India","2011","Total","Female","Bharatpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","118798",""
"India","2011","Total","Female","Bharuch","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","82197",""
"India","2011","Total","Female","Bhatpara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","181480",""
"India","2011","Total","Female","Bhavnagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","290453",""
"India","2011","Total","Female","Bhilai Nagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","304255",""
"India","2011","Total","Female","Bhilwara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","172402",""
"India","2011","Total","Female","Bhind","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","92233",""
"India","2011","Total","Female","Bhiwandi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","294326",""
"India","2011","Total","Female","Bhiwani","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","92031",""
"India","2011","Total","Female","Bhopal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","862050",""
"India","2011","Total","Female","Bhubaneswar Town","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","417320",""
"India","2011","Total","Female","Bhuj","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","70021",""
"India","2011","Total","Female","Bhusawal","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","91274",""
